index,PassedTime,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DiffDistance,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt
9295,0.0,1619097178.90,0,0.484728234,5.00,,,-86.604068,36.0001385,,,0,0,0,0,0,25518.79832,-25444.49832,270,,TRUE
9296,0.1,1619097179.00,1.352224529,0.498735975,5.00,,,-86.6040683,36.0001385,,,0,0,0,0,0.026987528,25518.82531,-25444.52531,0,,TRUE
9297,0.2,1619097179.10,1.451854686,0.507515047,5.00,,,-86.6040683,36.0001385,,,0,0,0,0,0.026987528,25518.82531,-25444.52531,312.8321379,West,TRUE
9298,0.3,1619097179.20,1.570344301,0.51236516,5.00,,,-86.6040687,36.0001388,,,0,0,0,0,0.076054737,25518.87438,-25444.57438,270,,TRUE
9299,0.4,1619097179.30,1.707874732,0.51435582,5.00,,,-86.6040688,36.0001388,,,0,0,0,0,0.085050579,25518.88337,-25444.58337,321.0266028,West,TRUE
9300,0.5,1619097179.40,1.82575059,0.514302546,5.00,,,-86.6040692,36.0001392,,,0,0,0,0,0.142261531,25518.94058,-25444.64058,270,,TRUE
9301,0.6,1619097179.50,1.957085888,0.51277186,5.00,,,-86.6040693,36.0001392,,,0,0,0,0,0.151257373,25518.94958,-25444.64958,306.5621873,West,TRUE
9302,0.7,1619097179.60,2.095722214,0.510113544,5.00,,,-86.6040698,36.0001395,,,0,0,0,0,0.207256638,25519.00558,-25444.70558,321.0266032,West,TRUE
9303,0.8,1619097179.70,2.22586115,0.506508899,5.00,,,-86.60407,36.0001397,,,0,0,0,0,0.235862113,25519.03418,-25444.73418,321.0266012,West,TRUE
9304,0.9,1619097179.80,2.338176011,0.502024649,5.00,,,-86.6040703,36.00014,,,0,0,0,0,0.278770326,25519.07709,-25444.77709,321.0266029,West,TRUE
9305,1.0,1619097179.90,2.468047588,0.496667365,5.00,,,-86.6040705,36.0001402,,,0,0,0,0,0.3073758,25519.1057,-25444.8057,306.562188,West,TRUE
9306,1.1,1619097180.00,2.587026173,0.490424341,5.00,,,-86.604071,36.0001405,,,0,0,0,0,0.363375065,25519.1617,-25444.8617,321.0266018,West,TRUE
9307,1.2,1619097180.10,2.687187815,0.483297374,5.00,,,-86.6040713,36.0001408,,,0,0,0,0,0.406283277,25519.20461,-25444.90461,314.678967,West,TRUE
9308,1.3,1619097180.20,2.796846239,0.475314462,5.00,,,-86.6040718,36.0001412,,,0,0,0,0,0.469540051,25519.26786,-25444.96786,287.1720668,West,TRUE
9309,1.4,1619097180.30,2.906982049,0.466537371,5.00,,,-86.6040722,36.0001413,,,0,0,0,0,0.507202314,25519.30552,-25445.00552,314.6789675,West,TRUE
9310,1.5,1619097180.40,2.998268339,0.457048928,5.00,,,-86.6040727,36.0001417,,,0,0,0,0,0.570459087,25519.36878,-25445.06878,306.5621885,West,TRUE
9311,1.6,1619097180.50,3.097263997,0.44694519,5.00,,,-86.6040732,36.000142,,,0,0,0,0,0.626458351,25519.42478,-25445.12478,315.8483006,West,TRUE
9312,1.7,1619097180.60,3.197148596,0.436313914,5.00,,,-86.6040738,36.0001425,,,0,0,0,0,0.703946313,25519.50227,-25445.20227,296.3090855,West,TRUE
9313,1.8,1619097180.70,3.295936091,0.425226312,5.00,,,-86.6040743,36.0001427,,,0,0,0,0,0.754123021,25519.55245,-25445.25245,321.0266032,West,TRUE
9314,1.9,1619097180.80,3.393251147,0.413720832,5.00,,,-86.6040748,36.0001432,,,0,0,0,0,0.825636708,25519.62396,-25445.32396,311.4415201,West,TRUE
9315,2.0,1619097180.90,3.475829025,0.401803816,5.00,,,-86.6040755,36.0001437,,,0,0,0,0,0.909639158,25519.70796,-25445.40796,311.4415198,West,TRUE
9316,2.1,1619097181.00,3.564433088,0.389444715,5.00,,,-86.6040762,36.0001442,,,0,0,0,0,0.993641606,25519.79196,-25445.49196,315.8483025,West,TRUE
9317,2.2,1619097181.10,3.643444231,0.376586516,5.00,,,-86.6040768,36.0001447,,,0,0,0,0,1.071129568,25519.86945,-25445.56945,283.8859096,West,TRUE
9318,2.3,1619097181.20,3.723383621,0.363150828,5.00,,,-86.6040773,36.0001448,,,0,0,0,0,1.117462843,25519.91579,-25445.61579,313.8722169,West,TRUE
9319,2.4,1619097181.30,3.802453878,0.349053392,5.00,,,-86.6040782,36.0001455,,,0,0,0,0,1.229772469,25520.02809,-25445.72809,307.6876623,West,TRUE
9320,2.5,1619097181.40,3.885857238,0.334213911,5.00,,,-86.604079,36.000146,,,0,0,0,0,1.320713598,25520.11904,-25445.81904,321.0266049,West,TRUE
9321,2.6,1619097181.50,3.961230831,0.318570873,5.00,,,-86.6040797,36.0001467,,,0,0,0,0,1.420832757,25520.21916,-25445.91916,294.8689654,West,TRUE
9322,2.7,1619097181.60,4.050695204,0.30209131,5.00,,,-86.6040805,36.000147,,,0,0,0,0,1.500154879,25520.29848,-25445.99848,307.6876634,West,TRUE
9323,2.8,1619097181.70,4.120176131,0.284780929,5.00,,,-86.6040813,36.0001475,,,0,0,0,0,1.591096005,25520.38942,-25446.08942,311.4415219,West,TRUE
9324,2.9,1619097181.80,4.189340102,0.266690909,5.00,,,-86.604082,36.000148,,,0,0,0,0,1.675098453,25520.47342,-25446.17342,307.6876625,West,TRUE
9325,3.0,1619097181.90,4.25455409,0.247921461,5.00,,,-86.6040828,36.0001485,,,0,0,0,0,1.766039581,25520.56436,-25446.26436,313.8722182,West,TRUE
9326,3.1,1619097182.00,4.308340215,0.228624285,5.00,,,-86.6040837,36.0001492,,,0,0,0,0,1.878349203,25520.67667,-25446.37667,306.5621915,West,TRUE
9327,3.2,1619097182.10,4.377643759,0.208999021,5.00,,,-86.6040847,36.0001498,,,0,0,0,0,1.990347723,25520.78867,-25446.48867,317.2438657,West,TRUE
9328,3.3,1619097182.20,4.432083758,0.189290762,5.00,,,-86.6040855,36.0001505,,,0,0,0,0,2.096355851,25520.89468,-25446.59468,307.6876632,West,TRUE
9329,3.4,1619097182.30,4.480352921,0.169779737,5.00,,,-86.6040863,36.000151,,,0,0,0,0,2.187296976,25520.98562,-25446.68562,310.8679735,West,TRUE
9330,3.5,1619097182.40,4.528002799,0.150774104,5.00,,,-86.6040873,36.0001517,,,0,0,0,0,2.306255073,25521.10458,-25446.80458,309.4901236,West,TRUE
9331,3.6,1619097182.50,4.54,0.132594447,5.00,,,-86.6040882,36.0001523,,,0,0,0,0,2.411164986,25521.20949,-25446.90949,310.8679741,West,TRUE
9332,3.7,1619097182.60,4.55,0.11556344,5.00,,,-86.6040892,36.000153,,,0,0,0,0,2.530123083,25521.32845,-25447.02845,310.8679735,West,TRUE
9333,3.8,1619097182.70,4.56,0.09998822,5.00,,,-86.6040902,36.0001537,,,0,0,0,0,2.649081177,25521.4474,-25447.1474,312.8321442,West,TRUE
9334,3.9,1619097182.80,4.569900597,0.086149716,5.00,,,-86.604091,36.0001543,,,0,0,0,0,2.747215585,25521.54554,-25447.24554,310.8679751,West,TRUE
9335,4.0,1619097182.90,4.572459063,0.074286626,5.00,,,-86.604092,36.000155,,,0,0,0,0,2.86617368,25521.6645,-25447.3645,310.8679746,West,TRUE
9336,4.1,1619097183.00,4.57,0.064587242,5.00,,,-86.604093,36.0001557,,,0,0,0,0,2.985131773,25521.78345,-25447.48345,306.5621937,West,TRUE
9337,4.2,1619097183.10,4.59,0.057177896,5.00,,,-86.604094,36.0001563,,,0,0,0,0,3.097130286,25521.89545,-25447.59545,312.8321458,West,TRUE
9338,4.3,1619097183.20,4.581721045,0.052118855,5.00,,,-86.6040952,36.0001572,,,0,0,0,0,3.244331897,25522.04265,-25447.74265,306.5621937,West,TRUE
9339,4.4,1619097183.30,4.59,0.049398408,5.00,,,-86.6040962,36.0001578,,,0,0,0,0,3.35633041,25522.15465,-25447.85465,315.3227598,West,TRUE
9340,4.5,1619097183.40,4.594271068,0.048933028,5.00,,,-86.6040973,36.0001587,,,0,0,0,0,3.49706788,25522.29539,-25447.99539,309.4901261,West,TRUE
9341,4.6,1619097183.50,4.59,0.050567154,5.00,,,-86.6040985,36.0001595,,,0,0,0,0,3.636947756,25522.43527,-25448.13527,305.7931543,West,TRUE
9342,4.7,1619097183.60,4.607949273,0.054077511,5.00,,,-86.6040997,36.0001602,,,0,0,0,0,3.770033193,25522.56836,-25448.26836,311.9542858,West,TRUE
9343,4.8,1619097183.70,4.617775918,0.059178708,5.00,,,-86.6041008,36.000161,,,0,0,0,0,3.903093711,25522.70142,-25448.40142,310.8679767,West,TRUE
9344,4.9,1619097183.80,4.61,0.065532109,5.00,,,-86.6041018,36.0001617,,,0,0,0,0,4.022051799,25522.82037,-25448.52037,309.4901271,West,TRUE
9345,5.0,1619097183.90,4.61879712,0.072757739,5.00,,,-86.604103,36.0001625,,,0,0,0,0,4.161931675,25522.96025,-25448.66025,310.8679773,West,TRUE
9346,5.1,1619097184.00,4.647102519,0.080448013,5.00,,,-86.604104,36.0001632,,,0,0,0,0,4.280889762,25523.07921,-25448.77921,306.5621967,West,TRUE
9347,5.2,1619097184.10,4.686123386,0.088185609,5.00,,,-86.604105,36.0001638,,,0,0,0,0,4.392888269,25523.19121,-25448.89121,312.8321486,West,TRUE
9348,5.3,1619097184.20,4.725769274,0.095560626,5.00,,,-86.6041062,36.0001647,,,0,0,0,0,4.540089872,25523.33841,-25449.03841,306.562196,West,TRUE
9349,5.4,1619097184.30,4.776298862,0.10219177,5.00,,,-86.6041072,36.0001653,,,0,0,0,0,4.652088378,25523.45041,-25449.15041,315.3227631,West,TRUE
9350,5.5,1619097184.40,4.82,0.107742761,5.00,,,-86.6041083,36.0001662,,,0,0,0,0,4.79282584,25523.59115,-25449.29115,301.7175287,West,TRUE
9351,5.6,1619097184.50,4.864624581,0.111941776,5.00,,,-86.6041095,36.0001668,,,0,0,0,0,4.919728837,25523.71805,-25449.41805,318.0474419,West,TRUE
9352,5.7,1619097184.60,4.904477018,0.11459115,5.00,,,-86.6041105,36.0001677,,,0,0,0,0,5.05429334,25523.85262,-25449.55262,309.4901292,West,TRUE
9353,5.8,1619097184.70,4.938215193,0.115579563,5.00,,,-86.6041117,36.0001685,,,0,0,0,0,5.194173209,25523.9925,-25449.6925,314.678977,West,TRUE
9354,5.9,1619097184.80,5.003559999,0.114880052,5.00,,,-86.6041127,36.0001693,,,0,0,0,0,5.320686733,25524.11901,-25449.81901,303.6468031,West,TRUE
9355,6.0,1619097184.90,5.043448149,0.11255186,5.00,,,-86.604114,36.00017,,,0,0,0,0,5.461167544,25524.25949,-25449.95949,321.0266135,West,TRUE
9356,6.1,1619097185.00,5.076655464,0.108725557,5.00,,,-86.6041148,36.0001708,,,0,0,0,0,5.575589426,25524.37391,-25450.07391,305.7931579,West,TRUE
9357,6.2,1619097185.10,5.10741733,0.10359585,5.00,,,-86.604116,36.0001715,,,0,0,0,0,5.708674851,25524.507,-25450.207,307.2587564,West,TRUE
9358,6.3,1619097185.20,5.14445242,0.097397394,5.00,,,-86.6041173,36.0001723,,,0,0,0,0,5.855608524,25524.65393,-25450.35393,312.8321506,West,TRUE
9359,6.4,1619097185.30,5.18,0.090393852,5.00,,,-86.6041185,36.0001732,,,0,0,0,0,6.002810119,25524.80113,-25450.50113,301.7175316,West,TRUE
9360,6.5,1619097185.40,5.213509422,0.082851198,5.00,,,-86.6041197,36.0001738,,,0,0,0,0,6.129713107,25524.92804,-25450.62804,313.5559941,West,TRUE
9361,6.6,1619097185.50,5.25,0.075029659,5.45,,,-86.604121,36.0001748,,,0,0,0,0,6.291084281,25525.08941,-25450.78941,312.8321521,West,TRUE
9362,6.7,1619097185.60,5.27,0.067161278,5.95,,,-86.6041222,36.0001757,,,0,0,0,0,6.438285874,25525.23661,-25450.93661,306.5622004,West,TRUE
9363,6.8,1619097185.70,5.300552431,0.059449364,6.00,,,-86.6041232,36.0001763,,,0,0,0,0,6.550284369,25525.34861,-25451.04861,308.1882536,West,TRUE
9364,6.9,1619097185.80,5.329844684,0.052054032,6.00,,,-86.6041243,36.000177,,,0,0,0,0,6.676182942,25525.47451,-25451.17451,309.4901328,West,TRUE
9365,7.0,1619097185.90,5.36,0.045099742,6.00,,,-86.6041255,36.0001778,,,0,0,0,0,6.816062801,25525.61439,-25451.31439,313.5559949,West,TRUE
9366,7.1,1619097186.00,5.37,0.038668459,6.00,,,-86.6041268,36.0001788,,,0,0,0,0,6.97743397,25525.77576,-25451.47576,305.7931608,West,TRUE
9367,7.2,1619097186.10,5.376066965,0.032812278,6.00,,,-86.604128,36.0001795,,,0,0,0,0,7.110519386,25525.90884,-25451.60884,315.8483146,West,TRUE
9368,7.3,1619097186.20,5.341491384,0.027551114,6.00,,,-86.6041292,36.0001805,,,0,0,0,0,7.265495275,25526.06382,-25451.76382,303.6468064,West,TRUE
9369,7.4,1619097186.30,5.35,0.022886121,6.00,,,-86.6041305,36.0001812,,,0,0,0,0,7.405976074,25526.2043,-25451.9043,313.5559973,West,TRUE
9370,7.5,1619097186.40,5.32,0.018798619,6.00,,,-86.6041318,36.0001822,,,0,0,0,0,7.567347239,25526.36567,-25452.06567,305.2345623,West,TRUE
9371,7.6,1619097186.50,5.3,0.015261158,6.00,,,-86.6041332,36.000183,,,0,0,0,0,7.721536988,25526.51986,-25452.21986,307.2587602,West,TRUE
9372,7.7,1619097186.60,5.276725292,0.012235974,6.00,,,-86.6041345,36.0001838,,,0,0,0,0,7.868470647,25526.66679,-25452.36679,315.8483157,West,TRUE
9373,7.8,1619097186.70,5.26,0.009682782,6.00,,,-86.6041357,36.0001848,,,0,0,0,0,8.023446533,25526.82177,-25452.52177,308.1882568,West,TRUE
9374,7.9,1619097186.80,5.240406212,0.007556789,6.00,,,-86.6041368,36.0001855,,,0,0,0,0,8.149345098,25526.94767,-25452.64767,305.2345645,West,TRUE
9375,8.0,1619097186.90,5.21,0.005813923,6.00,,,-86.6041382,36.0001863,,,0,0,0,0,8.303534841,25527.10186,-25452.80186,313.5559978,West,TRUE
9376,8.1,1619097187.00,5.194446002,0.00440922,6.00,,,-86.6041395,36.0001873,,,0,0,0,0,8.464906001,25527.26323,-25452.96323,310.5549744,West,TRUE
9377,8.2,1619097187.10,5.18,0.003300576,6.00,,,-86.6041408,36.0001882,,,0,0,0,0,8.618826214,25527.41715,-25453.11715,309.4901359,West,TRUE
9378,8.3,1619097187.20,5.158337615,0.002448004,6.00,,,-86.604142,36.000189,,,0,0,0,0,8.758706062,25527.55703,-25453.25703,307.2587628,West,TRUE
9379,8.4,1619097187.30,5.14,0.001816524,6.00,,,-86.6041433,36.0001898,,,0,0,0,0,8.905639713,25527.70396,-25453.40396,315.8483181,West,TRUE
9380,8.5,1619097187.40,5.122855922,0.00137612,6.00,,,-86.6041445,36.0001908,,,0,0,0,0,9.060615593,25527.85894,-25453.55894,306.5622062,West,TRUE
9381,8.6,1619097187.50,5.114811804,0.001103748,6.00,,,-86.604146,36.0001917,,,0,0,0,0,9.228613317,25528.02694,-25453.72694,309.4901377,West,TRUE
9382,8.7,1619097187.60,5.1,0.000983357,6.00,,,-86.6041472,36.0001925,,,0,0,0,0,9.36849316,25528.16682,-25453.86682,313.5560007,West,TRUE
9383,8.8,1619097187.70,5.088889189,0.001006653,6.00,,,-86.6041485,36.0001935,,,0,0,0,0,9.529864314,25528.32819,-25454.02819,307.2587634,West,TRUE
9384,8.9,1619097187.80,5.08,0.001172475,6.00,,,-86.6041498,36.0001943,,,0,0,0,0,9.676797962,25528.47512,-25454.17512,311.4415387,West,TRUE
9385,9.0,1619097187.90,5.062883956,0.001485917,6.00,,,-86.6041512,36.0001953,,,0,0,0,0,9.8448028,25528.64313,-25454.34313,310.5549769,West,TRUE
9386,9.1,1619097188.00,5.05,0.001956566,6.00,,,-86.6041525,36.0001962,,,0,0,0,0,9.998723004,25528.79705,-25454.49705,313.5560022,West,TRUE
9387,9.2,1619097188.10,5.033599493,0.00259586,6.00,,,-86.6041538,36.0001972,,,0,0,0,0,10.16009415,25528.95842,-25454.65842,301.7175379,West,TRUE
9388,9.3,1619097188.20,5.010547764,0.003414229,6.00,,,-86.604155,36.0001978,,,0,0,0,0,10.28699712,25529.08532,-25454.78532,312.8321611,West,TRUE
9389,9.4,1619097188.30,5.010801169,0.004417157,6.00,,,-86.6041562,36.0001987,,,0,0,0,0,10.43419868,25529.23252,-25454.93252,310.3578466,West,TRUE
9390,9.5,1619097188.40,5.015202053,0.005602112,6.00,,,-86.6041578,36.0001998,,,0,0,0,0,10.62308392,25529.42141,-25455.12141,305.7931678,West,TRUE
9391,9.6,1619097188.50,5.02630911,0.006954609,6.00,,,-86.604159,36.0002005,,,0,0,0,0,10.75616931,25529.55449,-25455.25449,309.4901409,West,TRUE
9392,9.7,1619097188.60,5.05,0.008446636,6.00,,,-86.6041602,36.0002013,,,0,0,0,0,10.89604915,25529.69437,-25455.39437,308.1882626,West,TRUE
9393,9.8,1619097188.70,5.079111283,0.010034578,6.00,,,-86.6041613,36.000202,,,0,0,0,0,11.0219477,25529.82027,-25455.52027,314.6789897,West,TRUE
9394,9.9,1619097188.80,5.11,0.011660966,6.00,,,-86.6041628,36.0002032,,,0,0,0,0,11.21171794,25530.01004,-25455.71004,309.490142,West,TRUE
9395,10.0,1619097188.90,5.143890469,0.013255698,6.00,,,-86.604164,36.000204,,,0,0,0,0,11.35159777,25530.14992,-25455.84992,305.7931695,West,TRUE
9396,10.1,1619097189.00,5.167019751,0.014741815,6.00,,,-86.6041652,36.0002047,,,0,0,0,0,11.48468316,25530.28301,-25455.98301,307.2587672,West,TRUE
9397,10.2,1619097189.10,5.203424527,0.016039812,6.00,,,-86.6041665,36.0002055,,,0,0,0,0,11.63161679,25530.42994,-25456.12994,313.5560053,West,TRUE
9398,10.3,1619097189.20,5.23,0.017076053,6.00,,,-86.6041678,36.0002065,,,0,0,0,0,11.79298793,25530.59131,-25456.29131,309.4901433,West,TRUE
9399,10.4,1619097189.30,5.252524565,0.017787915,6.00,,,-86.604169,36.0002073,,,0,0,0,0,11.93286776,25530.73119,-25456.43119,312.8321642,West,TRUE
9400,10.5,1619097189.40,5.292396978,0.018131646,6.00,,,-86.6041702,36.0002082,,,0,0,0,0,12.08006932,25530.87839,-25456.57839,311.9543035,West,TRUE
9401,10.6,1619097189.50,5.32,0.018085059,6.45,,,-86.6041713,36.000209,,,0,0,0,0,12.21312979,25531.01145,-25456.71145,309.4901439,West,TRUE
9402,10.7,1619097189.60,5.351551684,0.017651552,6.95,,,-86.6041725,36.0002098,,,0,0,0,0,12.35300962,25531.15133,-25456.85133,309.4901445,West,TRUE
9403,10.8,1619097189.70,5.361062236,0.016858067,7.00,,,-86.604174,36.0002108,,,0,0,0,0,12.5278594,25531.32618,-25457.02618,312.8321658,West,TRUE
9404,10.9,1619097189.80,5.401103498,0.01575392,7.00,,,-86.6041752,36.0002117,,,0,0,0,0,12.67506095,25531.47338,-25457.17338,303.9886642,West,TRUE
9405,11.0,1619097189.90,5.41015514,0.014404311,7.00,,,-86.6041763,36.0002123,,,0,0,0,0,12.79440533,25531.59273,-25457.29273,311.4415453,West,TRUE
9406,11.1,1619097190.00,5.45,0.012885389,7.00,,,-86.6041777,36.0002133,,,0,0,0,0,12.96241015,25531.76073,-25457.46073,310.5549832,West,TRUE
9407,11.2,1619097190.10,5.459981821,0.011276013,7.00,,,-86.604179,36.0002142,,,0,0,0,0,13.11633034,25531.91465,-25457.61465,301.7175445,West,TRUE
9408,11.3,1619097190.20,5.48,0.009652246,7.00,,,-86.6041802,36.0002148,,,0,0,0,0,13.24323328,25532.04156,-25457.74156,318.7676166,West,TRUE
9409,11.4,1619097190.30,5.51,0.008080751,7.00,,,-86.6041815,36.000216,,,0,0,0,0,13.42066196,25532.21898,-25457.91898,307.2587715,West,TRUE
9410,11.5,1619097190.40,5.52,0.006615614,7.00,,,-86.6041828,36.0002168,,,0,0,0,0,13.56759558,25532.36592,-25458.06592,311.4415464,West,TRUE
9411,11.6,1619097190.50,5.551428814,0.005295444,7.00,,,-86.6041842,36.0002178,,,0,0,0,0,13.7356004,25532.53392,-25458.23392,310.5549855,West,TRUE
9412,11.7,1619097190.60,5.57784467,0.004143575,7.00,,,-86.6041855,36.0002187,,,0,0,0,0,13.88952057,25532.68784,-25458.38784,313.5560097,West,TRUE
9413,11.8,1619097190.70,5.58,0.00316877,7.00,,,-86.6041868,36.0002197,,,0,0,0,0,14.0508917,25532.84921,-25458.54921,305.2345761,West,TRUE
9414,11.9,1619097190.80,5.617450624,0.002367895,7.00,,,-86.6041882,36.0002205,,,0,0,0,0,14.2050814,25533.0034,-25458.7034,307.258773,West,TRUE
9415,12.0,1619097190.90,5.636999441,0.001728598,7.45,,,-86.6041895,36.0002213,,,0,0,0,0,14.35201501,25533.15034,-25458.85034,313.5560112,West,TRUE
9416,12.1,1619097191.00,5.660128593,0.001232665,7.95,,,-86.6041908,36.0002223,,,0,0,0,0,14.51338614,25533.31171,-25459.01171,311.4415482,West,TRUE
9417,12.2,1619097191.10,5.67,0.000858836,8.00,,,-86.6041922,36.0002233,,,0,0,0,0,14.68139094,25533.47971,-25459.17971,303.646821,West,TRUE
9418,12.3,1619097191.20,5.69,0.000585442,8.00,,,-86.6041935,36.000224,,,0,0,0,0,14.82187169,25533.62019,-25459.32019,318.76762,West,TRUE
9419,12.4,1619097191.30,5.704309106,0.000392312,8.00,,,-86.6041948,36.0002252,,,0,0,0,0,14.99930036,25533.79762,-25459.49762,297.9121798,West,TRUE
9420,12.5,1619097191.40,5.730843149,0.000262297,8.00,,,-86.6041962,36.0002258,,,0,0,0,0,15.14182213,25533.94014,-25459.64014,314.6789983,West,TRUE
9421,12.6,1619097191.50,5.734908154,0.000182286,8.00,,,-86.6041977,36.000227,,,0,0,0,0,15.33159235,25534.12991,-25459.82991,307.2587755,West,TRUE
9422,12.7,1619097191.60,5.75,0.000144101,8.00,,,-86.604199,36.0002278,,,0,0,0,0,15.47852595,25534.27685,-25459.97685,306.562219,West,TRUE
9423,12.8,1619097191.70,5.77420454,0.000145357,8.00,,,-86.6042005,36.0002287,,,0,0,0,0,15.64652363,25534.44485,-25460.14485,315.8483327,West,TRUE
9424,12.9,1619097191.80,5.78,0.000190662,8.00,,,-86.6042017,36.0002297,,,0,0,0,0,15.80149947,25534.59982,-25460.29982,313.5560139,West,TRUE
9425,13.0,1619097191.90,5.8,0.000293258,8.00,,,-86.604203,36.0002307,,,0,0,0,0,15.96287058,25534.76119,-25460.46119,309.4901518,West,TRUE
9426,13.1,1619097192.00,5.812991667,0.000477443,8.00,,,-86.6042045,36.0002317,,,0,0,0,0,16.13772034,25534.93604,-25460.63604,309.4901523,West,TRUE
9427,13.2,1619097192.10,5.815967452,0.000781665,8.00,,,-86.6042057,36.0002325,,,0,0,0,0,16.27760014,25535.07592,-25460.77592,309.4901524,West,TRUE
9428,13.3,1619097192.20,5.842725042,0.001262589,8.00,,,-86.6042072,36.0002335,,,0,0,0,0,16.45244989,25535.25077,-25460.95077,307.258778,West,TRUE
9429,13.4,1619097192.30,5.857862727,0.001999529,8.00,,,-86.6042085,36.0002343,,,0,0,0,0,16.59938349,25535.39771,-25461.09771,314.6790011,West,TRUE
9430,13.5,1619097192.40,5.86809697,0.003099557,8.00,,,-86.60421,36.0002355,,,0,0,0,0,16.78915369,25535.58748,-25461.28748,303.6468254,West,TRUE
9431,13.6,1619097192.50,5.87,0.004701762,8.00,,,-86.6042113,36.0002362,,,0,0,0,0,16.92963442,25535.72796,-25461.42796,309.4901539,West,TRUE
9432,13.7,1619097192.60,5.89,0.006981242,8.00,,,-86.6042128,36.0002372,,,0,0,0,0,17.10448417,25535.90281,-25461.60281,312.1908163,West,TRUE
9433,13.8,1619097192.70,5.900969796,0.01014998,8.00,,,-86.6042143,36.0002383,,,0,0,0,0,17.28660758,25536.08493,-25461.78493,312.8321751,West,TRUE
9434,13.9,1619097192.80,5.901190193,0.014456056,8.00,,,-86.6042155,36.0002392,,,0,0,0,0,17.43380911,25536.23213,-25461.93213,307.0665669,West,TRUE
9435,14.0,1619097192.90,5.910961891,0.020176819,8.00,,,-86.6042173,36.0002403,,,0,0,0,0,17.63673893,25536.43506,-25462.13506,308.4712709,West,TRUE
9436,14.1,1619097193.00,5.939666774,0.027609493,8.00,,,-86.6042187,36.0002412,,,0,0,0,0,17.79760032,25536.59592,-25462.29592,307.2587807,West,TRUE
9437,14.2,1619097193.10,5.939629695,0.037053239,8.00,,,-86.60422,36.000242,,,0,0,0,0,17.94453391,25536.74286,-25462.44286,311.1053894,West,TRUE
9438,14.3,1619097193.20,5.959525612,0.048789718,8.00,,,-86.6042217,36.0002432,,,0,0,0,0,18.14749186,25536.94581,-25462.64581,303.394401,West,TRUE
9439,14.4,1619097193.30,5.970926511,0.063054452,8.45,,,-86.6042232,36.000244,,,0,0,0,0,18.30911264,25537.10743,-25462.80743,307.2587813,West,TRUE
9440,14.5,1619097193.40,5.97,0.080010994,8.95,,,-86.6042245,36.0002448,,,0,0,0,0,18.45604623,25537.25437,-25462.95437,303.6468286,West,TRUE
9441,14.6,1619097193.50,5.986706536,0.099717803,9.00,,,-86.6042258,36.0002455,,,0,0,0,0,18.59652694,25537.39485,-25463.09485,306.0209407,West,TRUE
9442,14.7,1619097193.60,5.997844472,0.122105446,9.00,,,-86.6042275,36.0002465,,,0,0,0,0,18.78560795,25537.58393,-25463.28393,313.5560203,West,TRUE
9443,14.8,1619097193.70,6.024960221,0.146950122,9.00,,,-86.6042288,36.0002475,,,0,0,0,0,18.94697905,25537.7453,-25463.4453,303.3944023,West,TRUE
9444,14.9,1619097193.80,6.01,0.173866268,9.00,,,-86.6042303,36.0002483,,,0,0,0,0,19.10859983,25537.90692,-25463.60692,319.0812163,West,TRUE
9445,15.0,1619097193.90,6.056661883,0.202298413,9.00,,,-86.6042318,36.0002497,,,0,0,0,0,19.31461479,25538.11294,-25463.81294,296.3091155,West,TRUE
9446,15.1,1619097194.00,6.096111173,0.231538943,9.00,,,-86.6042333,36.0002503,,,0,0,0,0,19.46514475,25538.26347,-25463.96347,311.4415586,West,TRUE
9447,15.2,1619097194.10,6.176320565,0.260744533,9.00,,,-86.6042347,36.0002513,,,0,0,0,0,19.63314952,25538.43147,-25464.13147,309.4901593,West,TRUE
9448,15.3,1619097194.20,6.270054872,0.288980789,9.00,,,-86.6042362,36.0002523,,,0,0,0,0,19.80799925,25538.60632,-25464.30632,309.4901597,West,TRUE
9449,15.4,1619097194.30,6.384046065,0.315260073,9.00,,,-86.6042377,36.0002533,,,0,0,0,0,19.98284897,25538.78117,-25464.48117,307.6877004,West,TRUE
9450,15.5,1619097194.40,6.505401466,0.338604715,9.00,,,-86.6042393,36.0002543,,,0,0,0,0,20.16473107,25538.96305,-25464.66305,309.4901602,West,TRUE
9451,15.6,1619097194.50,6.623419384,0.358093995,9.00,,,-86.6042408,36.0002553,,,0,0,0,0,20.33958079,25539.1379,-25464.8379,308.4712763,West,TRUE
9452,15.7,1619097194.60,6.756966161,0.372930344,9.00,,,-86.6042422,36.0002562,,,0,0,0,0,20.50044217,25539.29876,-25464.99876,309.4901614,West,TRUE
9453,15.8,1619097194.70,6.882917211,0.38247869,9.00,,,-86.6042437,36.0002572,,,0,0,0,0,20.67529189,25539.47361,-25465.17361,309.4901612,West,TRUE
9454,15.9,1619097194.80,7.014608751,0.386318502,9.00,,,-86.6042452,36.0002582,,,0,0,0,0,20.8501416,25539.64846,-25465.34846,316.2854165,West,TRUE
9455,16.0,1619097194.90,7.134151146,0.384260317,9.00,,,-86.6042465,36.0002593,,,0,0,0,0,21.0193667,25539.81769,-25465.51769,306.5622301,West,TRUE
